value,5-card,6-card,7-card,8-card,hand,rank
6772,1020,8040,15540,0,"['K', 'Q', '8', '5', '4']",HC
6773,1020,4020,0,0,"['K', 'Q', '8', '5', '3']",HC
6774,1020,0,0,0,"['K', 'Q', '8', '5', '2']",HC
6775,1020,4020,0,0,"['K', 'Q', '8', '4', '3']",HC
6776,1020,0,0,0,"['K', 'Q', '8', '4', '2']",HC
6777,1020,0,0,0,"['K', 'Q', '8', '3', '2']",HC
6778,1020,12060,31080,0,"['K', 'Q', '7', '6', '5']",HC
6779,1020,8040,15540,0,"['K', 'Q', '7', '6', '4']",HC
6780,1020,4020,0,0,"['K', 'Q', '7', '6', '3']",HC
6781,1020,0,0,0,"['K', 'Q', '7', '6', '2']",HC
6782,1020,8040,15540,0,"['K', 'Q', '7', '5', '4']",HC
6783,1020,4020,0,0,"['K', 'Q', '7', '5', '3']",HC
6784,1020,0,0,0,"['K', 'Q', '7', '5', '2']",HC
6785,1020,4020,0,0,"['K', 'Q', '7', '4', '3']",HC
6786,1020,0,0,0,"['K', 'Q', '7', '4', '2']",HC
6787,1020,0,0,0,"['K', 'Q', '7', '3', '2']",HC
6788,1020,8040,0,0,"['K', 'Q', '6', '5', '4']",HC
6789,1020,4020,0,0,"['K', 'Q', '6', '5', '3']",HC
6790,1020,0,0,0,"['K', 'Q', '6', '5', '2']",HC
6791,1020,4020,0,0,"['K', 'Q', '6', '4', '3']",HC
6792,1020,0,0,0,"['K', 'Q', '6', '4', '2']",HC
6793,1020,0,0,0,"['K', 'Q', '6', '3', '2']",HC
6794,1020,4020,0,0,"['K', 'Q', '5', '4', '3']",HC
6795,1020,0,0,0,"['K', 'Q', '5', '4', '2']",HC
6796,1020,0,0,0,"['K', 'Q', '5', '3', '2']",HC
6797,1020,0,0,0,"['K', 'Q', '4', '3', '2']",HC
6798,1020,20100,155400,583800,"['K', 'J', 'T', '9', '8']",HC
6799,1020,20100,155400,583800,"['K', 'J', 'T', '9', '7']",HC
6800,1020,16080,93240,233520,"['K', 'J', 'T', '9', '6']",HC
6801,1020,12060,46620,58380,"['K', 'J', 'T', '9', '5']",HC
6802,1020,8040,15540,0,"['K', 'J', 'T', '9', '4']",HC
6803,1020,4020,0,0,"['K', 'J', 'T', '9', '3']",HC
6804,1020,0,0,0,"['K', 'J', 'T', '9', '2']",HC
6805,1020,20100,155400,525420,"['K', 'J', 'T', '8', '7']",HC
6806,1020,16080,93240,233520,"['K', 'J', 'T', '8', '6']",HC
6807,1020,12060,46620,58380,"['K', 'J', 'T', '8', '5']",HC
6808,1020,8040,15540,0,"['K', 'J', 'T', '8', '4']",HC
6809,1020,4020,0,0,"['K', 'J', 'T', '8', '3']",HC
6810,1020,0,0,0,"['K', 'J', 'T', '8', '2']",HC
6811,1020,16080,93240,175140,"['K', 'J', 'T', '7', '6']",HC
6812,1020,12060,46620,58380,"['K', 'J', 'T', '7', '5']",HC
6813,1020,8040,15540,0,"['K', 'J', 'T', '7', '4']",HC
6814,1020,4020,0,0,"['K', 'J', 'T', '7', '3']",HC
6815,1020,0,0,0,"['K', 'J', 'T', '7', '2']",HC
6816,1020,12060,46620,0,"['K', 'J', 'T', '6', '5']",HC
6817,1020,8040,15540,0,"['K', 'J', 'T', '6', '4']",HC
6818,1020,4020,0,0,"['K', 'J', 'T', '6', '3']",HC
6819,1020,0,0,0,"['K', 'J', 'T', '6', '2']",HC
6820,1020,8040,15540,0,"['K', 'J', 'T', '5', '4']",HC
6821,1020,4020,0,0,"['K', 'J', 'T', '5', '3']",HC
6822,1020,0,0,0,"['K', 'J', 'T', '5', '2']",HC
6823,1020,4020,0,0,"['K', 'J', 'T', '4', '3']",HC
6824,1020,0,0,0,"['K', 'J', 'T', '4', '2']",HC
6825,1020,0,0,0,"['K', 'J', 'T', '3', '2']",HC
6826,1020,20100,139860,408660,"['K', 'J', '9', '8', '7']",HC
6827,1020,16080,93240,233520,"['K', 'J', '9', '8', '6']",HC
6828,1020,12060,46620,58380,"['K', 'J', '9', '8', '5']",HC
6829,1020,8040,15540,0,"['K', 'J', '9', '8', '4']",HC
6830,1020,4020,0,0,"['K', 'J', '9', '8', '3']",HC
6831,1020,0,0,0,"['K', 'J', '9', '8', '2']",HC
6832,1020,16080,93240,175140,"['K', 'J', '9', '7', '6']",HC
6833,1020,12060,46620,58380,"['K', 'J', '9', '7', '5']",HC
6834,1020,8040,15540,0,"['K', 'J', '9', '7', '4']",HC
6835,1020,4020,0,0,"['K', 'J', '9', '7', '3']",HC
6836,1020,0,0,0,"['K', 'J', '9', '7', '2']",HC
6837,1020,12060,46620,0,"['K', 'J', '9', '6', '5']",HC
6838,1020,8040,15540,0,"['K', 'J', '9', '6', '4']",HC
6839,1020,4020,0,0,"['K', 'J', '9', '6', '3']",HC
6840,1020,0,0,0,"['K', 'J', '9', '6', '2']",HC
6841,1020,8040,15540,0,"['K', 'J', '9', '5', '4']",HC
6842,1020,4020,0,0,"['K', 'J', '9', '5', '3']",HC
6843,1020,0,0,0,"['K', 'J', '9', '5', '2']",HC
6844,1020,4020,0,0,"['K', 'J', '9', '4', '3']",HC
6845,1020,0,0,0,"['K', 'J', '9', '4', '2']",HC
6846,1020,0,0,0,"['K', 'J', '9', '3', '2']",HC
6847,1020,16080,77700,116760,"['K', 'J', '8', '7', '6']",HC
6848,1020,12060,46620,58380,"['K', 'J', '8', '7', '5']",HC
6849,1020,8040,15540,0,"['K', 'J', '8', '7', '4']",HC
6850,1020,4020,0,0,"['K', 'J', '8', '7', '3']",HC
6851,1020,0,0,0,"['K', 'J', '8', '7', '2']",HC
6852,1020,12060,46620,0,"['K', 'J', '8', '6', '5']",HC
6853,1020,8040,15540,0,"['K', 'J', '8', '6', '4']",HC
6854,1020,4020,0,0,"['K', 'J', '8', '6', '3']",HC
6855,1020,0,0,0,"['K', 'J', '8', '6', '2']",HC
6856,1020,8040,15540,0,"['K', 'J', '8', '5', '4']",HC
6857,1020,4020,0,0,"['K', 'J', '8', '5', '3']",HC
6858,1020,0,0,0,"['K', 'J', '8', '5', '2']",HC
6859,1020,4020,0,0,"['K', 'J', '8', '4', '3']",HC
6860,1020,0,0,0,"['K', 'J', '8', '4', '2']",HC
6861,1020,0,0,0,"['K', 'J', '8', '3', '2']",HC
6862,1020,12060,31080,0,"['K', 'J', '7', '6', '5']",HC
6863,1020,8040,15540,0,"['K', 'J', '7', '6', '4']",HC
6864,1020,4020,0,0,"['K', 'J', '7', '6', '3']",HC
6865,1020,0,0,0,"['K', 'J', '7', '6', '2']",HC
6866,1020,8040,15540,0,"['K', 'J', '7', '5', '4']",HC
6867,1020,4020,0,0,"['K', 'J', '7', '5', '3']",HC
6868,1020,0,0,0,"['K', 'J', '7', '5', '2']",HC
6869,1020,4020,0,0,"['K', 'J', '7', '4', '3']",HC
6870,1020,0,0,0,"['K', 'J', '7', '4', '2']",HC
6871,1020,0,0,0,"['K', 'J', '7', '3', '2']",HC
6872,1020,8040,0,0,"['K', 'J', '6', '5', '4']",HC
6873,1020,4020,0,0,"['K', 'J', '6', '5', '3']",HC
6874,1020,0,0,0,"['K', 'J', '6', '5', '2']",HC
6875,1020,4020,0,0,"['K', 'J', '6', '4', '3']",HC
6876,1020,0,0,0,"['K', 'J', '6', '4', '2']",HC
6877,1020,0,0,0,"['K', 'J', '6', '3', '2']",HC
6878,1020,4020,0,0,"['K', 'J', '5', '4', '3']",HC
6879,1020,0,0,0,"['K', 'J', '5', '4', '2']",HC
6880,1020,0,0,0,"['K', 'J', '5', '3', '2']",HC
6881,1020,0,0,0,"['K', 'J', '4', '3', '2']",HC
6882,1020,16080,93240,233520,"['K', 'T', '9', '8', '7']",HC
6883,1020,16080,93240,233520,"['K', 'T', '9', '8', '6']",HC
6884,1020,12060,46620,58380,"['K', 'T', '9', '8', '5']",HC
6885,1020,8040,15540,0,"['K', 'T', '9', '8', '4']",HC
6886,1020,4020,0,0,"['K', 'T', '9', '8', '3']",HC
6887,1020,0,0,0,"['K', 'T', '9', '8', '2']",HC
6888,1020,16080,93240,175140,"['K', 'T', '9', '7', '6']",HC
6889,1020,12060,46620,58380,"['K', 'T', '9', '7', '5']",HC
6890,1020,8040,15540,0,"['K', 'T', '9', '7', '4']",HC
6891,1020,4020,0,0,"['K', 'T', '9', '7', '3']",HC
6892,1020,0,0,0,"['K', 'T', '9', '7', '2']",HC
6893,1020,12060,46620,0,"['K', 'T', '9', '6', '5']",HC
6894,1020,8040,15540,0,"['K', 'T', '9', '6', '4']",HC
6895,1020,4020,0,0,"['K', 'T', '9', '6', '3']",HC
6896,1020,0,0,0,"['K', 'T', '9', '6', '2']",HC
6897,1020,8040,15540,0,"['K', 'T', '9', '5', '4']",HC
6898,1020,4020,0,0,"['K', 'T', '9', '5', '3']",HC
6899,1020,0,0,0,"['K', 'T', '9', '5', '2']",HC
6900,1020,4020,0,0,"['K', 'T', '9', '4', '3']",HC
6901,1020,0,0,0,"['K', 'T', '9', '4', '2']",HC
6902,1020,0,0,0,"['K', 'T', '9', '3', '2']",HC
6903,1020,16080,77700,116760,"['K', 'T', '8', '7', '6']",HC
6904,1020,12060,46620,58380,"['K', 'T', '8', '7', '5']",HC
6905,1020,8040,15540,0,"['K', 'T', '8', '7', '4']",HC
6906,1020,4020,0,0,"['K', 'T', '8', '7', '3']",HC
6907,1020,0,0,0,"['K', 'T', '8', '7', '2']",HC
6908,1020,12060,46620,0,"['K', 'T', '8', '6', '5']",HC
6909,1020,8040,15540,0,"['K', 'T', '8', '6', '4']",HC
6910,1020,4020,0,0,"['K', 'T', '8', '6', '3']",HC
6911,1020,0,0,0,"['K', 'T', '8', '6', '2']",HC
6912,1020,8040,15540,0,"['K', 'T', '8', '5', '4']",HC
6913,1020,4020,0,0,"['K', 'T', '8', '5', '3']",HC
6914,1020,0,0,0,"['K', 'T', '8', '5', '2']",HC
6915,1020,4020,0,0,"['K', 'T', '8', '4', '3']",HC
6916,1020,0,0,0,"['K', 'T', '8', '4', '2']",HC
6917,1020,0,0,0,"['K', 'T', '8', '3', '2']",HC
6918,1020,12060,31080,0,"['K', 'T', '7', '6', '5']",HC
6919,1020,8040,15540,0,"['K', 'T', '7', '6', '4']",HC
6920,1020,4020,0,0,"['K', 'T', '7', '6', '3']",HC
6921,1020,0,0,0,"['K', 'T', '7', '6', '2']",HC
6922,1020,8040,15540,0,"['K', 'T', '7', '5', '4']",HC
6923,1020,4020,0,0,"['K', 'T', '7', '5', '3']",HC
6924,1020,0,0,0,"['K', 'T', '7', '5', '2']",HC
6925,1020,4020,0,0,"['K', 'T', '7', '4', '3']",HC
6926,1020,0,0,0,"['K', 'T', '7', '4', '2']",HC
6927,1020,0,0,0,"['K', 'T', '7', '3', '2']",HC
6928,1020,8040,0,0,"['K', 'T', '6', '5', '4']",HC
6929,1020,4020,0,0,"['K', 'T', '6', '5', '3']",HC
6930,1020,0,0,0,"['K', 'T', '6', '5', '2']",HC
6931,1020,4020,0,0,"['K', 'T', '6', '4', '3']",HC
6932,1020,0,0,0,"['K', 'T', '6', '4', '2']",HC
6933,1020,0,0,0,"['K', 'T', '6', '3', '2']",HC
6934,1020,4020,0,0,"['K', 'T', '5', '4', '3']",HC
6935,1020,0,0,0,"['K', 'T', '5', '4', '2']",HC
6936,1020,0,0,0,"['K', 'T', '5', '3', '2']",HC
6937,1020,0,0,0,"['K', 'T', '4', '3', '2']",HC
6938,1020,12060,46620,58380,"['K', '9', '8', '7', '6']",HC
6939,1020,12060,46620,58380,"['K', '9', '8', '7', '5']",HC
6940,1020,8040,15540,0,"['K', '9', '8', '7', '4']",HC
6941,1020,4020,0,0,"['K', '9', '8', '7', '3']",HC
6942,1020,0,0,0,"['K', '9', '8', '7', '2']",HC
6943,1020,12060,46620,0,"['K', '9', '8', '6', '5']",HC
6944,1020,8040,15540,0,"['K', '9', '8', '6', '4']",HC
6945,1020,4020,0,0,"['K', '9', '8', '6', '3']",HC
6946,1020,0,0,0,"['K', '9', '8', '6', '2']",HC
6947,1020,8040,15540,0,"['K', '9', '8', '5', '4']",HC
6948,1020,4020,0,0,"['K', '9', '8', '5', '3']",HC
6949,1020,0,0,0,"['K', '9', '8', '5', '2']",HC
6950,1020,4020,0,0,"['K', '9', '8', '4', '3']",HC
6951,1020,0,0,0,"['K', '9', '8', '4', '2']",HC
6952,1020,0,0,0,"['K', '9', '8', '3', '2']",HC
6953,1020,12060,31080,0,"['K', '9', '7', '6', '5']",HC
6954,1020,8040,15540,0,"['K', '9', '7', '6', '4']",HC
6955,1020,4020,0,0,"['K', '9', '7', '6', '3']",HC
6956,1020,0,0,0,"['K', '9', '7', '6', '2']",HC
6957,1020,8040,15540,0,"['K', '9', '7', '5', '4']",HC
6958,1020,4020,0,0,"['K', '9', '7', '5', '3']",HC
6959,1020,0,0,0,"['K', '9', '7', '5', '2']",HC
6960,1020,4020,0,0,"['K', '9', '7', '4', '3']",HC
6961,1020,0,0,0,"['K', '9', '7', '4', '2']",HC
6962,1020,0,0,0,"['K', '9', '7', '3', '2']",HC
6963,1020,8040,0,0,"['K', '9', '6', '5', '4']",HC
6964,1020,4020,0,0,"['K', '9', '6', '5', '3']",HC
6965,1020,0,0,0,"['K', '9', '6', '5', '2']",HC
6966,1020,4020,0,0,"['K', '9', '6', '4', '3']",HC
6967,1020,0,0,0,"['K', '9', '6', '4', '2']",HC
6968,1020,0,0,0,"['K', '9', '6', '3', '2']",HC
6969,1020,4020,0,0,"['K', '9', '5', '4', '3']",HC
6970,1020,0,0,0,"['K', '9', '5', '4', '2']",HC
6971,1020,0,0,0,"['K', '9', '5', '3', '2']",HC
6972,1020,0,0,0,"['K', '9', '4', '3', '2']",HC
6973,1020,8040,15540,0,"['K', '8', '7', '6', '5']",HC
6974,1020,8040,15540,0,"['K', '8', '7', '6', '4']",HC
6975,1020,4020,0,0,"['K', '8', '7', '6', '3']",HC
6976,1020,0,0,0,"['K', '8', '7', '6', '2']",HC
6977,1020,8040,15540,0,"['K', '8', '7', '5', '4']",HC
6978,1020,4020,0,0,"['K', '8', '7', '5', '3']",HC
6979,1020,0,0,0,"['K', '8', '7', '5', '2']",HC
6980,1020,4020,0,0,"['K', '8', '7', '4', '3']",HC
6981,1020,0,0,0,"['K', '8', '7', '4', '2']",HC
6982,1020,0,0,0,"['K', '8', '7', '3', '2']",HC
6983,1020,8040,0,0,"['K', '8', '6', '5', '4']",HC
6984,1020,4020,0,0,"['K', '8', '6', '5', '3']",HC
6985,1020,0,0,0,"['K', '8', '6', '5', '2']",HC
6986,1020,4020,0,0,"['K', '8', '6', '4', '3']",HC
6987,1020,0,0,0,"['K', '8', '6', '4', '2']",HC
6988,1020,0,0,0,"['K', '8', '6', '3', '2']",HC
6989,1020,4020,0,0,"['K', '8', '5', '4', '3']",HC
6990,1020,0,0,0,"['K', '8', '5', '4', '2']",HC
6991,1020,0,0,0,"['K', '8', '5', '3', '2']",HC
6992,1020,0,0,0,"['K', '8', '4', '3', '2']",HC
6993,1020,4020,0,0,"['K', '7', '6', '5', '4']",HC
6994,1020,4020,0,0,"['K', '7', '6', '5', '3']",HC
6995,1020,0,0,0,"['K', '7', '6', '5', '2']",HC
6996,1020,4020,0,0,"['K', '7', '6', '4', '3']",HC
6997,1020,0,0,0,"['K', '7', '6', '4', '2']",HC
6998,1020,0,0,0,"['K', '7', '6', '3', '2']",HC
6999,1020,4020,0,0,"['K', '7', '5', '4', '3']",HC
7000,1020,0,0,0,"['K', '7', '5', '4', '2']",HC
7001,1020,0,0,0,"['K', '7', '5', '3', '2']",HC
7002,1020,0,0,0,"['K', '7', '4', '3', '2']",HC
7003,1020,0,0,0,"['K', '6', '5', '4', '3']",HC
7004,1020,0,0,0,"['K', '6', '5', '4', '2']",HC
7005,1020,0,0,0,"['K', '6', '5', '3', '2']",HC
7006,1020,0,0,0,"['K', '6', '4', '3', '2']",HC
7007,1020,0,0,0,"['K', '5', '4', '3', '2']",HC
7008,1020,20100,155400,583800,"['Q', 'J', 'T', '9', '7']",HC
7009,1020,16080,93240,233520,"['Q', 'J', 'T', '9', '6']",HC
7010,1020,12060,46620,58380,"['Q', 'J', 'T', '9', '5']",HC
7011,1020,8040,15540,0,"['Q', 'J', 'T', '9', '4']",HC
7012,1020,4020,0,0,"['Q', 'J', 'T', '9', '3']",HC
7013,1020,0,0,0,"['Q', 'J', 'T', '9', '2']",HC
7014,1020,20100,155400,525420,"['Q', 'J', 'T', '8', '7']",HC
7015,1020,16080,93240,233520,"['Q', 'J', 'T', '8', '6']",HC
7016,1020,12060,46620,58380,"['Q', 'J', 'T', '8', '5']",HC
7017,1020,8040,15540,0,"['Q', 'J', 'T', '8', '4']",HC
7018,1020,4020,0,0,"['Q', 'J', 'T', '8', '3']",HC
7019,1020,0,0,0,"['Q', 'J', 'T', '8', '2']",HC
7020,1020,16080,93240,175140,"['Q', 'J', 'T', '7', '6']",HC
7021,1020,12060,46620,58380,"['Q', 'J', 'T', '7', '5']",HC
7022,1020,8040,15540,0,"['Q', 'J', 'T', '7', '4']",HC
7023,1020,4020,0,0,"['Q', 'J', 'T', '7', '3']",HC
7024,1020,0,0,0,"['Q', 'J', 'T', '7', '2']",HC
7025,1020,12060,46620,0,"['Q', 'J', 'T', '6', '5']",HC
7026,1020,8040,15540,0,"['Q', 'J', 'T', '6', '4']",HC
7027,1020,4020,0,0,"['Q', 'J', 'T', '6', '3']",HC
7028,1020,0,0,0,"['Q', 'J', 'T', '6', '2']",HC
7029,1020,8040,15540,0,"['Q', 'J', 'T', '5', '4']",HC
7030,1020,4020,0,0,"['Q', 'J', 'T', '5', '3']",HC
7031,1020,0,0,0,"['Q', 'J', 'T', '5', '2']",HC
7032,1020,4020,0,0,"['Q', 'J', 'T', '4', '3']",HC
7033,1020,0,0,0,"['Q', 'J', 'T', '4', '2']",HC
7034,1020,0,0,0,"['Q', 'J', 'T', '3', '2']",HC
7035,1020,20100,139860,408660,"['Q', 'J', '9', '8', '7']",HC
7036,1020,16080,93240,233520,"['Q', 'J', '9', '8', '6']",HC
7037,1020,12060,46620,58380,"['Q', 'J', '9', '8', '5']",HC
7038,1020,8040,15540,0,"['Q', 'J', '9', '8', '4']",HC
7039,1020,4020,0,0,"['Q', 'J', '9', '8', '3']",HC
7040,1020,0,0,0,"['Q', 'J', '9', '8', '2']",HC
7041,1020,16080,93240,175140,"['Q', 'J', '9', '7', '6']",HC
7042,1020,12060,46620,58380,"['Q', 'J', '9', '7', '5']",HC
7043,1020,8040,15540,0,"['Q', 'J', '9', '7', '4']",HC
7044,1020,4020,0,0,"['Q', 'J', '9', '7', '3']",HC
7045,1020,0,0,0,"['Q', 'J', '9', '7', '2']",HC
7046,1020,12060,46620,0,"['Q', 'J', '9', '6', '5']",HC
7047,1020,8040,15540,0,"['Q', 'J', '9', '6', '4']",HC
7048,1020,4020,0,0,"['Q', 'J', '9', '6', '3']",HC
7049,1020,0,0,0,"['Q', 'J', '9', '6', '2']",HC
7050,1020,8040,15540,0,"['Q', 'J', '9', '5', '4']",HC
7051,1020,4020,0,0,"['Q', 'J', '9', '5', '3']",HC
7052,1020,0,0,0,"['Q', 'J', '9', '5', '2']",HC
7053,1020,4020,0,0,"['Q', 'J', '9', '4', '3']",HC
7054,1020,0,0,0,"['Q', 'J', '9', '4', '2']",HC
7055,1020,0,0,0,"['Q', 'J', '9', '3', '2']",HC
7056,1020,16080,77700,116760,"['Q', 'J', '8', '7', '6']",HC
7057,1020,12060,46620,58380,"['Q', 'J', '8', '7', '5']",HC
7058,1020,8040,15540,0,"['Q', 'J', '8', '7', '4']",HC
7059,1020,4020,0,0,"['Q', 'J', '8', '7', '3']",HC
7060,1020,0,0,0,"['Q', 'J', '8', '7', '2']",HC
7061,1020,12060,46620,0,"['Q', 'J', '8', '6', '5']",HC
7062,1020,8040,15540,0,"['Q', 'J', '8', '6', '4']",HC
7063,1020,4020,0,0,"['Q', 'J', '8', '6', '3']",HC
7064,1020,0,0,0,"['Q', 'J', '8', '6', '2']",HC
7065,1020,8040,15540,0,"['Q', 'J', '8', '5', '4']",HC
7066,1020,4020,0,0,"['Q', 'J', '8', '5', '3']",HC
7067,1020,0,0,0,"['Q', 'J', '8', '5', '2']",HC
7068,1020,4020,0,0,"['Q', 'J', '8', '4', '3']",HC
7069,1020,0,0,0,"['Q', 'J', '8', '4', '2']",HC
7070,1020,0,0,0,"['Q', 'J', '8', '3', '2']",HC
7071,1020,12060,31080,0,"['Q', 'J', '7', '6', '5']",HC
7072,1020,8040,15540,0,"['Q', 'J', '7', '6', '4']",HC
7073,1020,4020,0,0,"['Q', 'J', '7', '6', '3']",HC
7074,1020,0,0,0,"['Q', 'J', '7', '6', '2']",HC
7075,1020,8040,15540,0,"['Q', 'J', '7', '5', '4']",HC
7076,1020,4020,0,0,"['Q', 'J', '7', '5', '3']",HC
7077,1020,0,0,0,"['Q', 'J', '7', '5', '2']",HC
7078,1020,4020,0,0,"['Q', 'J', '7', '4', '3']",HC
7079,1020,0,0,0,"['Q', 'J', '7', '4', '2']",HC
7080,1020,0,0,0,"['Q', 'J', '7', '3', '2']",HC
7081,1020,8040,0,0,"['Q', 'J', '6', '5', '4']",HC
7082,1020,4020,0,0,"['Q', 'J', '6', '5', '3']",HC
7083,1020,0,0,0,"['Q', 'J', '6', '5', '2']",HC
7084,1020,4020,0,0,"['Q', 'J', '6', '4', '3']",HC
7085,1020,0,0,0,"['Q', 'J', '6', '4', '2']",HC
7086,1020,0,0,0,"['Q', 'J', '6', '3', '2']",HC
7087,1020,4020,0,0,"['Q', 'J', '5', '4', '3']",HC
7088,1020,0,0,0,"['Q', 'J', '5', '4', '2']",HC
7089,1020,0,0,0,"['Q', 'J', '5', '3', '2']",HC
7090,1020,0,0,0,"['Q', 'J', '4', '3', '2']",HC
7091,1020,16080,93240,233520,"['Q', 'T', '9', '8', '7']",HC
7092,1020,16080,93240,233520,"['Q', 'T', '9', '8', '6']",HC
7093,1020,12060,46620,58380,"['Q', 'T', '9', '8', '5']",HC
7094,1020,8040,15540,0,"['Q', 'T', '9', '8', '4']",HC
7095,1020,4020,0,0,"['Q', 'T', '9', '8', '3']",HC
7096,1020,0,0,0,"['Q', 'T', '9', '8', '2']",HC
7097,1020,16080,93240,175140,"['Q', 'T', '9', '7', '6']",HC
7098,1020,12060,46620,58380,"['Q', 'T', '9', '7', '5']",HC
7099,1020,8040,15540,0,"['Q', 'T', '9', '7', '4']",HC
7100,1020,4020,0,0,"['Q', 'T', '9', '7', '3']",HC
7101,1020,0,0,0,"['Q', 'T', '9', '7', '2']",HC
7102,1020,12060,46620,0,"['Q', 'T', '9', '6', '5']",HC
7103,1020,8040,15540,0,"['Q', 'T', '9', '6', '4']",HC
7104,1020,4020,0,0,"['Q', 'T', '9', '6', '3']",HC
7105,1020,0,0,0,"['Q', 'T', '9', '6', '2']",HC
7106,1020,8040,15540,0,"['Q', 'T', '9', '5', '4']",HC
7107,1020,4020,0,0,"['Q', 'T', '9', '5', '3']",HC
7108,1020,0,0,0,"['Q', 'T', '9', '5', '2']",HC
7109,1020,4020,0,0,"['Q', 'T', '9', '4', '3']",HC
7110,1020,0,0,0,"['Q', 'T', '9', '4', '2']",HC
7111,1020,0,0,0,"['Q', 'T', '9', '3', '2']",HC
7112,1020,16080,77700,116760,"['Q', 'T', '8', '7', '6']",HC
7113,1020,12060,46620,58380,"['Q', 'T', '8', '7', '5']",HC
7114,1020,8040,15540,0,"['Q', 'T', '8', '7', '4']",HC
7115,1020,4020,0,0,"['Q', 'T', '8', '7', '3']",HC
7116,1020,0,0,0,"['Q', 'T', '8', '7', '2']",HC
7117,1020,12060,46620,0,"['Q', 'T', '8', '6', '5']",HC
7118,1020,8040,15540,0,"['Q', 'T', '8', '6', '4']",HC
7119,1020,4020,0,0,"['Q', 'T', '8', '6', '3']",HC
7120,1020,0,0,0,"['Q', 'T', '8', '6', '2']",HC
7121,1020,8040,15540,0,"['Q', 'T', '8', '5', '4']",HC
7122,1020,4020,0,0,"['Q', 'T', '8', '5', '3']",HC
7123,1020,0,0,0,"['Q', 'T', '8', '5', '2']",HC
7124,1020,4020,0,0,"['Q', 'T', '8', '4', '3']",HC
7125,1020,0,0,0,"['Q', 'T', '8', '4', '2']",HC
7126,1020,0,0,0,"['Q', 'T', '8', '3', '2']",HC
7127,1020,12060,31080,0,"['Q', 'T', '7', '6', '5']",HC
7128,1020,8040,15540,0,"['Q', 'T', '7', '6', '4']",HC
7129,1020,4020,0,0,"['Q', 'T', '7', '6', '3']",HC
7130,1020,0,0,0,"['Q', 'T', '7', '6', '2']",HC
7131,1020,8040,15540,0,"['Q', 'T', '7', '5', '4']",HC
7132,1020,4020,0,0,"['Q', 'T', '7', '5', '3']",HC
7133,1020,0,0,0,"['Q', 'T', '7', '5', '2']",HC
7134,1020,4020,0,0,"['Q', 'T', '7', '4', '3']",HC
7135,1020,0,0,0,"['Q', 'T', '7', '4', '2']",HC
7136,1020,0,0,0,"['Q', 'T', '7', '3', '2']",HC
7137,1020,8040,0,0,"['Q', 'T', '6', '5', '4']",HC
7138,1020,4020,0,0,"['Q', 'T', '6', '5', '3']",HC
7139,1020,0,0,0,"['Q', 'T', '6', '5', '2']",HC
7140,1020,4020,0,0,"['Q', 'T', '6', '4', '3']",HC
7141,1020,0,0,0,"['Q', 'T', '6', '4', '2']",HC
7142,1020,0,0,0,"['Q', 'T', '6', '3', '2']",HC
7143,1020,4020,0,0,"['Q', 'T', '5', '4', '3']",HC
7144,1020,0,0,0,"['Q', 'T', '5', '4', '2']",HC
7145,1020,0,0,0,"['Q', 'T', '5', '3', '2']",HC
7146,1020,0,0,0,"['Q', 'T', '4', '3', '2']",HC
7147,1020,12060,46620,58380,"['Q', '9', '8', '7', '6']",HC
7148,1020,12060,46620,58380,"['Q', '9', '8', '7', '5']",HC
7149,1020,8040,15540,0,"['Q', '9', '8', '7', '4']",HC
7150,1020,4020,0,0,"['Q', '9', '8', '7', '3']",HC
7151,1020,0,0,0,"['Q', '9', '8', '7', '2']",HC
7152,1020,12060,46620,0,"['Q', '9', '8', '6', '5']",HC
7153,1020,8040,15540,0,"['Q', '9', '8', '6', '4']",HC
7154,1020,4020,0,0,"['Q', '9', '8', '6', '3']",HC
7155,1020,0,0,0,"['Q', '9', '8', '6', '2']",HC
7156,1020,8040,15540,0,"['Q', '9', '8', '5', '4']",HC
7157,1020,4020,0,0,"['Q', '9', '8', '5', '3']",HC
7158,1020,0,0,0,"['Q', '9', '8', '5', '2']",HC
7159,1020,4020,0,0,"['Q', '9', '8', '4', '3']",HC
7160,1020,0,0,0,"['Q', '9', '8', '4', '2']",HC
7161,1020,0,0,0,"['Q', '9', '8', '3', '2']",HC
7162,1020,12060,31080,0,"['Q', '9', '7', '6', '5']",HC
7163,1020,8040,15540,0,"['Q', '9', '7', '6', '4']",HC
7164,1020,4020,0,0,"['Q', '9', '7', '6', '3']",HC
7165,1020,0,0,0,"['Q', '9', '7', '6', '2']",HC
7166,1020,8040,15540,0,"['Q', '9', '7', '5', '4']",HC
7167,1020,4020,0,0,"['Q', '9', '7', '5', '3']",HC
7168,1020,0,0,0,"['Q', '9', '7', '5', '2']",HC
7169,1020,4020,0,0,"['Q', '9', '7', '4', '3']",HC
7170,1020,0,0,0,"['Q', '9', '7', '4', '2']",HC
7171,1020,0,0,0,"['Q', '9', '7', '3', '2']",HC
7172,1020,8040,0,0,"['Q', '9', '6', '5', '4']",HC
7173,1020,4020,0,0,"['Q', '9', '6', '5', '3']",HC
7174,1020,0,0,0,"['Q', '9', '6', '5', '2']",HC
7175,1020,4020,0,0,"['Q', '9', '6', '4', '3']",HC
7176,1020,0,0,0,"['Q', '9', '6', '4', '2']",HC
7177,1020,0,0,0,"['Q', '9', '6', '3', '2']",HC
