value,5-card,6-card,7-card,8-card,hand,rank
412,4,168,3444,45176,"['A', 'K', 'T', '8', '5']",F
413,4,164,3280,41900,"['A', 'K', 'T', '8', '4']",F
414,4,160,3120,38780,"['A', 'K', 'T', '8', '3']",F
415,4,156,2964,35816,"['A', 'K', 'T', '8', '2']",F
416,4,172,3612,48620,"['A', 'K', 'T', '7', '6']",F
417,4,168,3444,45176,"['A', 'K', 'T', '7', '5']",F
418,4,164,3280,41900,"['A', 'K', 'T', '7', '4']",F
419,4,160,3120,38780,"['A', 'K', 'T', '7', '3']",F
420,4,156,2964,35816,"['A', 'K', 'T', '7', '2']",F
421,4,168,3444,45176,"['A', 'K', 'T', '6', '5']",F
422,4,164,3280,41900,"['A', 'K', 'T', '6', '4']",F
423,4,160,3120,38780,"['A', 'K', 'T', '6', '3']",F
424,4,156,2964,35816,"['A', 'K', 'T', '6', '2']",F
425,4,164,3276,41744,"['A', 'K', 'T', '5', '4']",F
426,4,160,3120,38780,"['A', 'K', 'T', '5', '3']",F
427,4,156,2964,35816,"['A', 'K', 'T', '5', '2']",F
428,4,160,3120,38780,"['A', 'K', 'T', '4', '3']",F
429,4,156,2964,35816,"['A', 'K', 'T', '4', '2']",F
430,4,156,2964,35816,"['A', 'K', 'T', '3', '2']",F
431,4,176,3780,52068,"['A', 'K', '9', '8', '7']",F
432,4,172,3612,48624,"['A', 'K', '9', '8', '6']",F
433,4,168,3444,45176,"['A', 'K', '9', '8', '5']",F
434,4,164,3280,41900,"['A', 'K', '9', '8', '4']",F
435,4,160,3120,38780,"['A', 'K', '9', '8', '3']",F
436,4,156,2964,35816,"['A', 'K', '9', '8', '2']",F
437,4,172,3612,48620,"['A', 'K', '9', '7', '6']",F
438,4,168,3444,45176,"['A', 'K', '9', '7', '5']",F
439,4,164,3280,41900,"['A', 'K', '9', '7', '4']",F
440,4,160,3120,38780,"['A', 'K', '9', '7', '3']",F
441,4,156,2964,35816,"['A', 'K', '9', '7', '2']",F
442,4,168,3444,45176,"['A', 'K', '9', '6', '5']",F
443,4,164,3280,41900,"['A', 'K', '9', '6', '4']",F
444,4,160,3120,38780,"['A', 'K', '9', '6', '3']",F
445,4,156,2964,35816,"['A', 'K', '9', '6', '2']",F
446,4,164,3276,41744,"['A', 'K', '9', '5', '4']",F
447,4,160,3120,38780,"['A', 'K', '9', '5', '3']",F
448,4,156,2964,35816,"['A', 'K', '9', '5', '2']",F
449,4,160,3120,38780,"['A', 'K', '9', '4', '3']",F
450,4,156,2964,35816,"['A', 'K', '9', '4', '2']",F
451,4,156,2964,35816,"['A', 'K', '9', '3', '2']",F
452,4,172,3608,48460,"['A', 'K', '8', '7', '6']",F
453,4,168,3444,45176,"['A', 'K', '8', '7', '5']",F
454,4,164,3280,41900,"['A', 'K', '8', '7', '4']",F
455,4,160,3120,38780,"['A', 'K', '8', '7', '3']",F
456,4,156,2964,35816,"['A', 'K', '8', '7', '2']",F
457,4,168,3444,45176,"['A', 'K', '8', '6', '5']",F
458,4,164,3280,41900,"['A', 'K', '8', '6', '4']",F
459,4,160,3120,38780,"['A', 'K', '8', '6', '3']",F
460,4,156,2964,35816,"['A', 'K', '8', '6', '2']",F
461,4,164,3276,41744,"['A', 'K', '8', '5', '4']",F
462,4,160,3120,38780,"['A', 'K', '8', '5', '3']",F
463,4,156,2964,35816,"['A', 'K', '8', '5', '2']",F
464,4,160,3120,38780,"['A', 'K', '8', '4', '3']",F
465,4,156,2964,35816,"['A', 'K', '8', '4', '2']",F
466,4,156,2964,35816,"['A', 'K', '8', '3', '2']",F
467,4,168,3440,45020,"['A', 'K', '7', '6', '5']",F
468,4,164,3280,41900,"['A', 'K', '7', '6', '4']",F
469,4,160,3120,38780,"['A', 'K', '7', '6', '3']",F
470,4,156,2964,35816,"['A', 'K', '7', '6', '2']",F
471,4,164,3276,41744,"['A', 'K', '7', '5', '4']",F
472,4,160,3120,38780,"['A', 'K', '7', '5', '3']",F
473,4,156,2964,35816,"['A', 'K', '7', '5', '2']",F
474,4,160,3120,38780,"['A', 'K', '7', '4', '3']",F
475,4,156,2964,35816,"['A', 'K', '7', '4', '2']",F
476,4,156,2964,35816,"['A', 'K', '7', '3', '2']",F
477,4,164,3276,41744,"['A', 'K', '6', '5', '4']",F
478,4,160,3120,38780,"['A', 'K', '6', '5', '3']",F
479,4,156,2964,35816,"['A', 'K', '6', '5', '2']",F
480,4,160,3120,38780,"['A', 'K', '6', '4', '3']",F
481,4,156,2964,35816,"['A', 'K', '6', '4', '2']",F
482,4,156,2964,35816,"['A', 'K', '6', '3', '2']",F
483,4,156,2964,35816,"['A', 'K', '5', '4', '3']",F
484,4,156,2964,35816,"['A', 'K', '5', '4', '2']",F
485,4,156,2964,35816,"['A', 'K', '5', '3', '2']",F
486,4,156,2964,35816,"['A', 'K', '4', '3', '2']",F
487,4,180,3960,56020,"['A', 'Q', 'J', 'T', '9']",F
488,4,180,3960,56020,"['A', 'Q', 'J', 'T', '8']",F
489,4,176,3784,52236,"['A', 'Q', 'J', 'T', '7']",F
490,4,172,3612,48624,"['A', 'Q', 'J', 'T', '6']",F
491,4,168,3444,45176,"['A', 'Q', 'J', 'T', '5']",F
492,4,164,3280,41900,"['A', 'Q', 'J', 'T', '4']",F
493,4,160,3120,38780,"['A', 'Q', 'J', 'T', '3']",F
494,4,156,2964,35816,"['A', 'Q', 'J', 'T', '2']",F
495,4,180,3960,56016,"['A', 'Q', 'J', '9', '8']",F
496,4,176,3784,52236,"['A', 'Q', 'J', '9', '7']",F
497,4,172,3612,48624,"['A', 'Q', 'J', '9', '6']",F
498,4,168,3444,45176,"['A', 'Q', 'J', '9', '5']",F
499,4,164,3280,41900,"['A', 'Q', 'J', '9', '4']",F
500,4,160,3120,38780,"['A', 'Q', 'J', '9', '3']",F
501,4,156,2964,35816,"['A', 'Q', 'J', '9', '2']",F
502,4,176,3784,52232,"['A', 'Q', 'J', '8', '7']",F
503,4,172,3612,48624,"['A', 'Q', 'J', '8', '6']",F
504,4,168,3444,45176,"['A', 'Q', 'J', '8', '5']",F
505,4,164,3280,41900,"['A', 'Q', 'J', '8', '4']",F
506,4,160,3120,38780,"['A', 'Q', 'J', '8', '3']",F
507,4,156,2964,35816,"['A', 'Q', 'J', '8', '2']",F
508,4,172,3612,48620,"['A', 'Q', 'J', '7', '6']",F
509,4,168,3444,45176,"['A', 'Q', 'J', '7', '5']",F
510,4,164,3280,41900,"['A', 'Q', 'J', '7', '4']",F
511,4,160,3120,38780,"['A', 'Q', 'J', '7', '3']",F
512,4,156,2964,35816,"['A', 'Q', 'J', '7', '2']",F
513,4,168,3444,45176,"['A', 'Q', 'J', '6', '5']",F
514,4,164,3280,41900,"['A', 'Q', 'J', '6', '4']",F
515,4,160,3120,38780,"['A', 'Q', 'J', '6', '3']",F
516,4,156,2964,35816,"['A', 'Q', 'J', '6', '2']",F
517,4,164,3276,41744,"['A', 'Q', 'J', '5', '4']",F
518,4,160,3120,38780,"['A', 'Q', 'J', '5', '3']",F
519,4,156,2964,35816,"['A', 'Q', 'J', '5', '2']",F
520,4,160,3120,38780,"['A', 'Q', 'J', '4', '3']",F
521,4,156,2964,35816,"['A', 'Q', 'J', '4', '2']",F
522,4,156,2964,35816,"['A', 'Q', 'J', '3', '2']",F
523,4,180,3956,55848,"['A', 'Q', 'T', '9', '8']",F
524,4,176,3784,52236,"['A', 'Q', 'T', '9', '7']",F
525,4,172,3612,48624,"['A', 'Q', 'T', '9', '6']",F
526,4,168,3444,45176,"['A', 'Q', 'T', '9', '5']",F
527,4,164,3280,41900,"['A', 'Q', 'T', '9', '4']",F
528,4,160,3120,38780,"['A', 'Q', 'T', '9', '3']",F
529,4,156,2964,35816,"['A', 'Q', 'T', '9', '2']",F
530,4,176,3784,52232,"['A', 'Q', 'T', '8', '7']",F
531,4,172,3612,48624,"['A', 'Q', 'T', '8', '6']",F
532,4,168,3444,45176,"['A', 'Q', 'T', '8', '5']",F
533,4,164,3280,41900,"['A', 'Q', 'T', '8', '4']",F
534,4,160,3120,38780,"['A', 'Q', 'T', '8', '3']",F
535,4,156,2964,35816,"['A', 'Q', 'T', '8', '2']",F
536,4,172,3612,48620,"['A', 'Q', 'T', '7', '6']",F
537,4,168,3444,45176,"['A', 'Q', 'T', '7', '5']",F
538,4,164,3280,41900,"['A', 'Q', 'T', '7', '4']",F
539,4,160,3120,38780,"['A', 'Q', 'T', '7', '3']",F
540,4,156,2964,35816,"['A', 'Q', 'T', '7', '2']",F
541,4,168,3444,45176,"['A', 'Q', 'T', '6', '5']",F
542,4,164,3280,41900,"['A', 'Q', 'T', '6', '4']",F
543,4,160,3120,38780,"['A', 'Q', 'T', '6', '3']",F
544,4,156,2964,35816,"['A', 'Q', 'T', '6', '2']",F
545,4,164,3276,41744,"['A', 'Q', 'T', '5', '4']",F
546,4,160,3120,38780,"['A', 'Q', 'T', '5', '3']",F
547,4,156,2964,35816,"['A', 'Q', 'T', '5', '2']",F
548,4,160,3120,38780,"['A', 'Q', 'T', '4', '3']",F
549,4,156,2964,35816,"['A', 'Q', 'T', '4', '2']",F
550,4,156,2964,35816,"['A', 'Q', 'T', '3', '2']",F
551,4,176,3780,52068,"['A', 'Q', '9', '8', '7']",F
552,4,172,3612,48624,"['A', 'Q', '9', '8', '6']",F
553,4,168,3444,45176,"['A', 'Q', '9', '8', '5']",F
554,4,164,3280,41900,"['A', 'Q', '9', '8', '4']",F
555,4,160,3120,38780,"['A', 'Q', '9', '8', '3']",F
556,4,156,2964,35816,"['A', 'Q', '9', '8', '2']",F
557,4,172,3612,48620,"['A', 'Q', '9', '7', '6']",F
558,4,168,3444,45176,"['A', 'Q', '9', '7', '5']",F
559,4,164,3280,41900,"['A', 'Q', '9', '7', '4']",F
560,4,160,3120,38780,"['A', 'Q', '9', '7', '3']",F
561,4,156,2964,35816,"['A', 'Q', '9', '7', '2']",F
562,4,168,3444,45176,"['A', 'Q', '9', '6', '5']",F
563,4,164,3280,41900,"['A', 'Q', '9', '6', '4']",F
564,4,160,3120,38780,"['A', 'Q', '9', '6', '3']",F
565,4,156,2964,35816,"['A', 'Q', '9', '6', '2']",F
566,4,164,3276,41744,"['A', 'Q', '9', '5', '4']",F
567,4,160,3120,38780,"['A', 'Q', '9', '5', '3']",F
568,4,156,2964,35816,"['A', 'Q', '9', '5', '2']",F
569,4,160,3120,38780,"['A', 'Q', '9', '4', '3']",F
570,4,156,2964,35816,"['A', 'Q', '9', '4', '2']",F
571,4,156,2964,35816,"['A', 'Q', '9', '3', '2']",F
572,4,172,3608,48460,"['A', 'Q', '8', '7', '6']",F
573,4,168,3444,45176,"['A', 'Q', '8', '7', '5']",F
574,4,164,3280,41900,"['A', 'Q', '8', '7', '4']",F
575,4,160,3120,38780,"['A', 'Q', '8', '7', '3']",F
576,4,156,2964,35816,"['A', 'Q', '8', '7', '2']",F
577,4,168,3444,45176,"['A', 'Q', '8', '6', '5']",F
578,4,164,3280,41900,"['A', 'Q', '8', '6', '4']",F
579,4,160,3120,38780,"['A', 'Q', '8', '6', '3']",F
580,4,156,2964,35816,"['A', 'Q', '8', '6', '2']",F
581,4,164,3276,41744,"['A', 'Q', '8', '5', '4']",F
582,4,160,3120,38780,"['A', 'Q', '8', '5', '3']",F
583,4,156,2964,35816,"['A', 'Q', '8', '5', '2']",F
584,4,160,3120,38780,"['A', 'Q', '8', '4', '3']",F
585,4,156,2964,35816,"['A', 'Q', '8', '4', '2']",F
586,4,156,2964,35816,"['A', 'Q', '8', '3', '2']",F
587,4,168,3440,45020,"['A', 'Q', '7', '6', '5']",F
588,4,164,3280,41900,"['A', 'Q', '7', '6', '4']",F
589,4,160,3120,38780,"['A', 'Q', '7', '6', '3']",F
590,4,156,2964,35816,"['A', 'Q', '7', '6', '2']",F
591,4,164,3276,41744,"['A', 'Q', '7', '5', '4']",F
592,4,160,3120,38780,"['A', 'Q', '7', '5', '3']",F
593,4,156,2964,35816,"['A', 'Q', '7', '5', '2']",F
594,4,160,3120,38780,"['A', 'Q', '7', '4', '3']",F
595,4,156,2964,35816,"['A', 'Q', '7', '4', '2']",F
596,4,156,2964,35816,"['A', 'Q', '7', '3', '2']",F
597,4,164,3276,41744,"['A', 'Q', '6', '5', '4']",F
598,4,160,3120,38780,"['A', 'Q', '6', '5', '3']",F
599,4,156,2964,35816,"['A', 'Q', '6', '5', '2']",F
600,4,160,3120,38780,"['A', 'Q', '6', '4', '3']",F
601,4,156,2964,35816,"['A', 'Q', '6', '4', '2']",F
602,4,156,2964,35816,"['A', 'Q', '6', '3', '2']",F
603,4,156,2964,35816,"['A', 'Q', '5', '4', '3']",F
604,4,156,2964,35816,"['A', 'Q', '5', '4', '2']",F
605,4,156,2964,35816,"['A', 'Q', '5', '3', '2']",F
606,4,156,2964,35816,"['A', 'Q', '4', '3', '2']",F
607,4,176,3784,52236,"['A', 'J', 'T', '9', '8']",F
608,4,176,3784,52236,"['A', 'J', 'T', '9', '7']",F
609,4,172,3612,48624,"['A', 'J', 'T', '9', '6']",F
610,4,168,3444,45176,"['A', 'J', 'T', '9', '5']",F
611,4,164,3280,41900,"['A', 'J', 'T', '9', '4']",F
612,4,160,3120,38780,"['A', 'J', 'T', '9', '3']",F
613,4,156,2964,35816,"['A', 'J', 'T', '9', '2']",F
614,4,176,3784,52232,"['A', 'J', 'T', '8', '7']",F
615,4,172,3612,48624,"['A', 'J', 'T', '8', '6']",F
616,4,168,3444,45176,"['A', 'J', 'T', '8', '5']",F
617,4,164,3280,41900,"['A', 'J', 'T', '8', '4']",F
618,4,160,3120,38780,"['A', 'J', 'T', '8', '3']",F
619,4,156,2964,35816,"['A', 'J', 'T', '8', '2']",F
620,4,172,3612,48620,"['A', 'J', 'T', '7', '6']",F
621,4,168,3444,45176,"['A', 'J', 'T', '7', '5']",F
622,4,164,3280,41900,"['A', 'J', 'T', '7', '4']",F
623,4,160,3120,38780,"['A', 'J', 'T', '7', '3']",F
624,4,156,2964,35816,"['A', 'J', 'T', '7', '2']",F
625,4,168,3444,45176,"['A', 'J', 'T', '6', '5']",F
626,4,164,3280,41900,"['A', 'J', 'T', '6', '4']",F
627,4,160,3120,38780,"['A', 'J', 'T', '6', '3']",F
628,4,156,2964,35816,"['A', 'J', 'T', '6', '2']",F
629,4,164,3276,41744,"['A', 'J', 'T', '5', '4']",F
630,4,160,3120,38780,"['A', 'J', 'T', '5', '3']",F
631,4,156,2964,35816,"['A', 'J', 'T', '5', '2']",F
632,4,160,3120,38780,"['A', 'J', 'T', '4', '3']",F
633,4,156,2964,35816,"['A', 'J', 'T', '4', '2']",F
634,4,156,2964,35816,"['A', 'J', 'T', '3', '2']",F
635,4,176,3780,52068,"['A', 'J', '9', '8', '7']",F
636,4,172,3612,48624,"['A', 'J', '9', '8', '6']",F
637,4,168,3444,45176,"['A', 'J', '9', '8', '5']",F
638,4,164,3280,41900,"['A', 'J', '9', '8', '4']",F
639,4,160,3120,38780,"['A', 'J', '9', '8', '3']",F
640,4,156,2964,35816,"['A', 'J', '9', '8', '2']",F
641,4,172,3612,48620,"['A', 'J', '9', '7', '6']",F
642,4,168,3444,45176,"['A', 'J', '9', '7', '5']",F
643,4,164,3280,41900,"['A', 'J', '9', '7', '4']",F
644,4,160,3120,38780,"['A', 'J', '9', '7', '3']",F
645,4,156,2964,35816,"['A', 'J', '9', '7', '2']",F
646,4,168,3444,45176,"['A', 'J', '9', '6', '5']",F
647,4,164,3280,41900,"['A', 'J', '9', '6', '4']",F
648,4,160,3120,38780,"['A', 'J', '9', '6', '3']",F
649,4,156,2964,35816,"['A', 'J', '9', '6', '2']",F
650,4,164,3276,41744,"['A', 'J', '9', '5', '4']",F
651,4,160,3120,38780,"['A', 'J', '9', '5', '3']",F
652,4,156,2964,35816,"['A', 'J', '9', '5', '2']",F
653,4,160,3120,38780,"['A', 'J', '9', '4', '3']",F
654,4,156,2964,35816,"['A', 'J', '9', '4', '2']",F
655,4,156,2964,35816,"['A', 'J', '9', '3', '2']",F
656,4,172,3608,48460,"['A', 'J', '8', '7', '6']",F
657,4,168,3444,45176,"['A', 'J', '8', '7', '5']",F
658,4,164,3280,41900,"['A', 'J', '8', '7', '4']",F
659,4,160,3120,38780,"['A', 'J', '8', '7', '3']",F
660,4,156,2964,35816,"['A', 'J', '8', '7', '2']",F
661,4,168,3444,45176,"['A', 'J', '8', '6', '5']",F
662,4,164,3280,41900,"['A', 'J', '8', '6', '4']",F
663,4,160,3120,38780,"['A', 'J', '8', '6', '3']",F
664,4,156,2964,35816,"['A', 'J', '8', '6', '2']",F
665,4,164,3276,41744,"['A', 'J', '8', '5', '4']",F
666,4,160,3120,38780,"['A', 'J', '8', '5', '3']",F
667,4,156,2964,35816,"['A', 'J', '8', '5', '2']",F
668,4,160,3120,38780,"['A', 'J', '8', '4', '3']",F
669,4,156,2964,35816,"['A', 'J', '8', '4', '2']",F
670,4,156,2964,35816,"['A', 'J', '8', '3', '2']",F
671,4,168,3440,45020,"['A', 'J', '7', '6', '5']",F
672,4,164,3280,41900,"['A', 'J', '7', '6', '4']",F
673,4,160,3120,38780,"['A', 'J', '7', '6', '3']",F
674,4,156,2964,35816,"['A', 'J', '7', '6', '2']",F
675,4,164,3276,41744,"['A', 'J', '7', '5', '4']",F
676,4,160,3120,38780,"['A', 'J', '7', '5', '3']",F
677,4,156,2964,35816,"['A', 'J', '7', '5', '2']",F
678,4,160,3120,38780,"['A', 'J', '7', '4', '3']",F
679,4,156,2964,35816,"['A', 'J', '7', '4', '2']",F
680,4,156,2964,35816,"['A', 'J', '7', '3', '2']",F
681,4,164,3276,41744,"['A', 'J', '6', '5', '4']",F
682,4,160,3120,38780,"['A', 'J', '6', '5', '3']",F
683,4,156,2964,35816,"['A', 'J', '6', '5', '2']",F
684,4,160,3120,38780,"['A', 'J', '6', '4', '3']",F
685,4,156,2964,35816,"['A', 'J', '6', '4', '2']",F
686,4,156,2964,35816,"['A', 'J', '6', '3', '2']",F
687,4,156,2964,35816,"['A', 'J', '5', '4', '3']",F
688,4,156,2964,35816,"['A', 'J', '5', '4', '2']",F
689,4,156,2964,35816,"['A', 'J', '5', '3', '2']",F
690,4,156,2964,35816,"['A', 'J', '4', '3', '2']",F
691,4,172,3612,48624,"['A', 'T', '9', '8', '7']",F
692,4,172,3612,48624,"['A', 'T', '9', '8', '6']",F
693,4,168,3444,45176,"['A', 'T', '9', '8', '5']",F
694,4,164,3280,41900,"['A', 'T', '9', '8', '4']",F
695,4,160,3120,38780,"['A', 'T', '9', '8', '3']",F
696,4,156,2964,35816,"['A', 'T', '9', '8', '2']",F
697,4,172,3612,48620,"['A', 'T', '9', '7', '6']",F
698,4,168,3444,45176,"['A', 'T', '9', '7', '5']",F
699,4,164,3280,41900,"['A', 'T', '9', '7', '4']",F
700,4,160,3120,38780,"['A', 'T', '9', '7', '3']",F
701,4,156,2964,35816,"['A', 'T', '9', '7', '2']",F
702,4,168,3444,45176,"['A', 'T', '9', '6', '5']",F
703,4,164,3280,41900,"['A', 'T', '9', '6', '4']",F
704,4,160,3120,38780,"['A', 'T', '9', '6', '3']",F
705,4,156,2964,35816,"['A', 'T', '9', '6', '2']",F
706,4,164,3276,41744,"['A', 'T', '9', '5', '4']",F
707,4,160,3120,38780,"['A', 'T', '9', '5', '3']",F
708,4,156,2964,35816,"['A', 'T', '9', '5', '2']",F
709,4,160,3120,38780,"['A', 'T', '9', '4', '3']",F
710,4,156,2964,35816,"['A', 'T', '9', '4', '2']",F
711,4,156,2964,35816,"['A', 'T', '9', '3', '2']",F
712,4,172,3608,48460,"['A', 'T', '8', '7', '6']",F
713,4,168,3444,45176,"['A', 'T', '8', '7', '5']",F
714,4,164,3280,41900,"['A', 'T', '8', '7', '4']",F
715,4,160,3120,38780,"['A', 'T', '8', '7', '3']",F
716,4,156,2964,35816,"['A', 'T', '8', '7', '2']",F
717,4,168,3444,45176,"['A', 'T', '8', '6', '5']",F
718,4,164,3280,41900,"['A', 'T', '8', '6', '4']",F
719,4,160,3120,38780,"['A', 'T', '8', '6', '3']",F
720,4,156,2964,35816,"['A', 'T', '8', '6', '2']",F
721,4,164,3276,41744,"['A', 'T', '8', '5', '4']",F
722,4,160,3120,38780,"['A', 'T', '8', '5', '3']",F
723,4,156,2964,35816,"['A', 'T', '8', '5', '2']",F
724,4,160,3120,38780,"['A', 'T', '8', '4', '3']",F
725,4,156,2964,35816,"['A', 'T', '8', '4', '2']",F
726,4,156,2964,35816,"['A', 'T', '8', '3', '2']",F
727,4,168,3440,45020,"['A', 'T', '7', '6', '5']",F
728,4,164,3280,41900,"['A', 'T', '7', '6', '4']",F
729,4,160,3120,38780,"['A', 'T', '7', '6', '3']",F
730,4,156,2964,35816,"['A', 'T', '7', '6', '2']",F
731,4,164,3276,41744,"['A', 'T', '7', '5', '4']",F
732,4,160,3120,38780,"['A', 'T', '7', '5', '3']",F
733,4,156,2964,35816,"['A', 'T', '7', '5', '2']",F
734,4,160,3120,38780,"['A', 'T', '7', '4', '3']",F
735,4,156,2964,35816,"['A', 'T', '7', '4', '2']",F
736,4,156,2964,35816,"['A', 'T', '7', '3', '2']",F
737,4,164,3276,41744,"['A', 'T', '6', '5', '4']",F
738,4,160,3120,38780,"['A', 'T', '6', '5', '3']",F
739,4,156,2964,35816,"['A', 'T', '6', '5', '2']",F
740,4,160,3120,38780,"['A', 'T', '6', '4', '3']",F
741,4,156,2964,35816,"['A', 'T', '6', '4', '2']",F
742,4,156,2964,35816,"['A', 'T', '6', '3', '2']",F
743,4,156,2964,35816,"['A', 'T', '5', '4', '3']",F
744,4,156,2964,35816,"['A', 'T', '5', '4', '2']",F
745,4,156,2964,35816,"['A', 'T', '5', '3', '2']",F
746,4,156,2964,35816,"['A', 'T', '4', '3', '2']",F
747,4,168,3444,45180,"['A', '9', '8', '7', '6']",F
748,4,168,3444,45176,"['A', '9', '8', '7', '5']",F
749,4,164,3280,41900,"['A', '9', '8', '7', '4']",F
750,4,160,3120,38780,"['A', '9', '8', '7', '3']",F
751,4,156,2964,35816,"['A', '9', '8', '7', '2']",F
752,4,168,3444,45176,"['A', '9', '8', '6', '5']",F
753,4,164,3280,41900,"['A', '9', '8', '6', '4']",F
754,4,160,3120,38780,"['A', '9', '8', '6', '3']",F
755,4,156,2964,35816,"['A', '9', '8', '6', '2']",F
756,4,164,3276,41744,"['A', '9', '8', '5', '4']",F
757,4,160,3120,38780,"['A', '9', '8', '5', '3']",F
758,4,156,2964,35816,"['A', '9', '8', '5', '2']",F
759,4,160,3120,38780,"['A', '9', '8', '4', '3']",F
760,4,156,2964,35816,"['A', '9', '8', '4', '2']",F
761,4,156,2964,35816,"['A', '9', '8', '3', '2']",F
762,4,168,3440,45020,"['A', '9', '7', '6', '5']",F
763,4,164,3280,41900,"['A', '9', '7', '6', '4']",F
764,4,160,3120,38780,"['A', '9', '7', '6', '3']",F
765,4,156,2964,35816,"['A', '9', '7', '6', '2']",F
766,4,164,3276,41744,"['A', '9', '7', '5', '4']",F
767,4,160,3120,38780,"['A', '9', '7', '5', '3']",F
768,4,156,2964,35816,"['A', '9', '7', '5', '2']",F
769,4,160,3120,38780,"['A', '9', '7', '4', '3']",F
770,4,156,2964,35816,"['A', '9', '7', '4', '2']",F
771,4,156,2964,35816,"['A', '9', '7', '3', '2']",F
772,4,164,3276,41744,"['A', '9', '6', '5', '4']",F
773,4,160,3120,38780,"['A', '9', '6', '5', '3']",F
774,4,156,2964,35816,"['A', '9', '6', '5', '2']",F
775,4,160,3120,38780,"['A', '9', '6', '4', '3']",F
776,4,156,2964,35816,"['A', '9', '6', '4', '2']",F
777,4,156,2964,35816,"['A', '9', '6', '3', '2']",F
778,4,156,2964,35816,"['A', '9', '5', '4', '3']",F
779,4,156,2964,35816,"['A', '9', '5', '4', '2']",F
780,4,156,2964,35816,"['A', '9', '5', '3', '2']",F
781,4,156,2964,35816,"['A', '9', '4', '3', '2']",F
782,4,164,3280,41900,"['A', '8', '7', '6', '5']",F
783,4,164,3280,41900,"['A', '8', '7', '6', '4']",F
784,4,160,3120,38780,"['A', '8', '7', '6', '3']",F
785,4,156,2964,35816,"['A', '8', '7', '6', '2']",F
786,4,164,3276,41744,"['A', '8', '7', '5', '4']",F
787,4,160,3120,38780,"['A', '8', '7', '5', '3']",F
788,4,156,2964,35816,"['A', '8', '7', '5', '2']",F
789,4,160,3120,38780,"['A', '8', '7', '4', '3']",F
790,4,156,2964,35816,"['A', '8', '7', '4', '2']",F
791,4,156,2964,35816,"['A', '8', '7', '3', '2']",F
792,4,164,3276,41744,"['A', '8', '6', '5', '4']",F
793,4,160,3120,38780,"['A', '8', '6', '5', '3']",F
794,4,156,2964,35816,"['A', '8', '6', '5', '2']",F
795,4,160,3120,38780,"['A', '8', '6', '4', '3']",F
796,4,156,2964,35816,"['A', '8', '6', '4', '2']",F
797,4,156,2964,35816,"['A', '8', '6', '3', '2']",F
798,4,156,2964,35816,"['A', '8', '5', '4', '3']",F
799,4,156,2964,35816,"['A', '8', '5', '4', '2']",F
800,4,156,2964,35816,"['A', '8', '5', '3', '2']",F
801,4,156,2964,35816,"['A', '8', '4', '3', '2']",F
802,4,160,3120,38780,"['A', '7', '6', '5', '4']",F
803,4,160,3120,38780,"['A', '7', '6', '5', '3']",F
804,4,156,2964,35816,"['A', '7', '6', '5', '2']",F
805,4,160,3120,38780,"['A', '7', '6', '4', '3']",F
806,4,156,2964,35816,"['A', '7', '6', '4', '2']",F
807,4,156,2964,35816,"['A', '7', '6', '3', '2']",F
808,4,156,2964,35816,"['A', '7', '5', '4', '3']",F
809,4,156,2964,35816,"['A', '7', '5', '4', '2']",F
810,4,156,2964,35816,"['A', '7', '5', '3', '2']",F
811,4,156,2964,35816,"['A', '7', '4', '3', '2']",F
812,4,156,2964,35816,"['A', '6', '5', '4', '3']",F
813,4,156,2964,35816,"['A', '6', '5', '4', '2']",F
814,4,156,2964,35816,"['A', '6', '5', '3', '2']",F
815,4,156,2964,35816,"['A', '6', '4', '3', '2']",F
816,4,180,3960,56020,"['K', 'Q', 'J', 'T', '8']",F
817,4,176,3784,52236,"['K', 'Q', 'J', 'T', '7']",F
818,4,172,3612,48624,"['K', 'Q', 'J', 'T', '6']",F
819,4,168,3444,45180,"['K', 'Q', 'J', 'T', '5']",F
820,4,164,3280,41900,"['K', 'Q', 'J', 'T', '4']",F
821,4,160,3120,38780,"['K', 'Q', 'J', 'T', '3']",F
822,4,156,2964,35816,"['K', 'Q', 'J', 'T', '2']",F
823,4,180,3960,56016,"['K', 'Q', 'J', '9', '8']",F
824,4,176,3784,52236,"['K', 'Q', 'J', '9', '7']",F
825,4,172,3612,48624,"['K', 'Q', 'J', '9', '6']",F
826,4,168,3444,45180,"['K', 'Q', 'J', '9', '5']",F
827,4,164,3280,41900,"['K', 'Q', 'J', '9', '4']",F
828,4,160,3120,38780,"['K', 'Q', 'J', '9', '3']",F
829,4,156,2964,35816,"['K', 'Q', 'J', '9', '2']",F
830,4,176,3784,52232,"['K', 'Q', 'J', '8', '7']",F
831,4,172,3612,48624,"['K', 'Q', 'J', '8', '6']",F
832,4,168,3444,45180,"['K', 'Q', 'J', '8', '5']",F
833,4,164,3280,41900,"['K', 'Q', 'J', '8', '4']",F
834,4,160,3120,38780,"['K', 'Q', 'J', '8', '3']",F
835,4,156,2964,35816,"['K', 'Q', 'J', '8', '2']",F
836,4,172,3612,48620,"['K', 'Q', 'J', '7', '6']",F
837,4,168,3444,45180,"['K', 'Q', 'J', '7', '5']",F
838,4,164,3280,41900,"['K', 'Q', 'J', '7', '4']",F
839,4,160,3120,38780,"['K', 'Q', 'J', '7', '3']",F
840,4,156,2964,35816,"['K', 'Q', 'J', '7', '2']",F
